"dev_os","OS Version","temp","title","cam_vert","comp_bar","Roll","pos_tech","pos_acc","Make and Model","press","Pitch","editor","Azimuth","timestamp","cam_hoz","pos_sat","id","Name","Where is the bog","Take photo","What plants can you see","Grid reference of location","Is the bog wet or dry","If other describe what is","geom"
"","5.0.2","","OBT bogs survey","","","-0.23774047551389657","","-1","MOTOROLA XT1068","","-16.196145833547973","54fad7bd-247c-464c-8a01-fb24e6577028.json","-84.55334328293237","2015-06-21T12:59:51.145Z","","","_k7kvs2sa3","ob (11)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ob (11)/1434891560330.jpg'>","Other","Placeholder","Dry",,"-3.9974111000000287,53.115801100000084"
"","5.0.2","","OBT bogs survey","","","15.1048489438146","","-1","MOTOROLA XT1068","","-19.305164273920447","54fad7bd-247c-464c-8a01-fb24e6577028.json","-118.1662341509392","2015-06-11T13:19:36.813Z","","","_1l57gubzz","ibt","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ibt/1434028733786.jpg'>","Common Rush","731115","Wet",,"-3.878160300000014,52.68662710000012"
"","5.0.2","","OBT bogs survey","","","2.061757487765464","","-1","MOTOROLA XT1068","","-7.064065092477742","54fad7bd-247c-464c-8a01-fb24e6577028.json","90.27847614712876","2015-06-01T00:39:08.165Z","","","_0qxeqizb8","obt ha (1)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt ha (1)/1433119095041.jpg'>","Bog cotton","Placeholder","Wet",,"-3.8261855,52.70481510000002"
"","5.0.2","","OBT bogs survey","","","-0.15238204065130015","","-1","MOTOROLA XT1068","","-29.299756180738008","54fad7bd-247c-464c-8a01-fb24e6577028.json","-1.6548011566377643","2015-05-27T12:42:24.855Z","","","_3d3whwsd7","tenzing","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/tenzing/1432730506132.jpg'>","Star moss","Placeholder","Dry",,"-3.9580244000000193,52.69266600000006"
"","5.0.2","","OBT bogs survey","","","5.862503336330977","","-1","MOTOROLA XT1068","","-23.626121235336225","54fad7bd-247c-464c-8a01-fb24e6577028.json","-179.0102832774648","2015-06-18T11:40:38.577Z","","","_vebtodtwu","McArthur","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/McArthur/1434627614010.jpg'>","Bog cotton","Placeholder","Dry",,"-3.997713600000019,52.58190809999982"
"","5.0.2","","OBT bogs survey","","","0.28864125968422655","","-1","MOTOROLA XT1068","","-35.86364652029572","54fad7bd-247c-464c-8a01-fb24e6577028.json","123.17124651056281","2015-06-21T11:31:33.618Z","","","_l8ct2mqte","Andy (73)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Andy (73)/1434886285267.jpg'>","Other","Placeholder","Wet",,"-3.995063200000044,53.11870479999996"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-06-02T14:22:30.657Z","","","_7zhgdfop0","BMS Tenzing (4)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/BMS Tenzing (4)/1433254925766.jpg'>","Other","Placeholder","Dry",,"-4.07340079999999,52.601067000000185"
"","5.0.2","","OBT bogs survey","","","16.205998381425715","","-1","MOTOROLA XT1068","","-33.98301198894065","54fad7bd-247c-464c-8a01-fb24e6577028.json","83.76444277341756","2015-07-15T15:29:30.870Z","","","_z1z546cl9","Simpson (34)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (34)/1436974123658.jpg'>","Sphagnum moss","Placeholder","Wet",,"-4.044484900000034,52.68161620000005"
"","5.0.2","","OBT bogs survey","","","1.6547511041577527","","-1","MOTOROLA XT1068","","-22.88198920073626","54fad7bd-247c-464c-8a01-fb24e6577028.json","83.81904330564264","2015-07-15T16:04:20.898Z","","","_6jhutqnm3","Simpson (28)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (28)/1436976236866.jpg'>","Star moss","Placeholder","Wet",,"-4.0401516999999725,52.68040359999996"
"","5.0.2","","OBT bogs survey","","","-1.6135390233663651","","-1","MOTOROLA XT1068","","-64.90547768250111","54fad7bd-247c-464c-8a01-fb24e6577028.json","145.31413240347553","2015-06-21T11:36:03.382Z","","","_ocwjvn77a","Andy (68)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Andy (68)/1434886554759.jpg'>","Other","Placeholder","Dry",,"-3.9959956999999964,53.11955039999981"
"","5.0.2","","OBT bogs survey","","","18.58559530712314","","-1","MOTOROLA XT1068","","-42.27233788643781","54fad7bd-247c-464c-8a01-fb24e6577028.json","12.765101903055973","2015-06-23T11:52:08.310Z","","","_ltgiauhsz","simpson (16)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simpson (16)/1435060314718.jpg'>","Common Rush","Placeholder","Dry",,"-3.9373574000000064,52.616485199999744"
"","5.0.2","","OBT bogs survey","","","8.737338495725806","","-1","MOTOROLA XT1068","","-5.6677362232798325","54fad7bd-247c-464c-8a01-fb24e6577028.json","-90.06898058490613","2015-06-18T10:31:22.890Z","","","_nj5ld9kby","MacArthur (2)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/MacArthur (2)/1434623393369.jpg'>","Sphagnum moss","Placeholder","Dry",,"-3.9859203000000285,52.59401340000011"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-06-02T13:31:03.422Z","","","_s6nata0e6","Bedford modern school","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Bedford modern school/1433251645758.jpg'>","Bog cotton,Common Rush,Other","Çoasþ òf àberdouve","Wet",,"-4.090609899999999,52.60153739999978"
"","5.0.2","","OBT bogs survey","","","-1.7322072636146957","","-1","MOTOROLA XT1068","","-18.0799786009819","54fad7bd-247c-464c-8a01-fb24e6577028.json","-66.56045300896272","2015-06-18T11:56:18.324Z","","","_yzi1wzh4y","MacArthur","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/MacArthur/1434628549018.jpg'>","Other","Placeholder","Dry",,"-3.9978263000000287,52.58170320000005"
"","4.4.4","","OBT bogs survey","","","4.243202514791177","","-1","MOTOROLA XT1068","","-44.64279260393117","54fad7bd-247c-464c-8a01-fb24e6577028.json","98.39790450411644","2015-05-07T08:46:21.116Z","","","_4buj1sw6k","noa (2)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/noa (2)/1430988375474.jpg'>","Sphagnum moss","793133","Wet","Na","-3.787076180000036,52.70450516999991"
"","5.0.2","","OBT bogs survey","","","16.336041768128176","","-1","MOTOROLA XT1068","","-43.819782129701316","54fad7bd-247c-464c-8a01-fb24e6577028.json","-110.26739358338625","2015-07-18T14:13:46.895Z","","","_hj82grky9","obt isla (1)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt isla (1)/1437228810912.jpg'>","Bog cotton","Placeholder","Wet",,"-2.421975999999996,53.82556399999991"
"","5.0.2","","OBT bogs survey","","","2.222303218640729","","-1","MOTOROLA XT1068","","-47.11786532894162","54fad7bd-247c-464c-8a01-fb24e6577028.json","168.9509036112751","2015-06-21T11:36:52.010Z","","","_at6koeu94","Andy (67)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Andy (67)/1434886601463.jpg'>","Other","Placeholder","Dry",,"-3.9956800000000032,53.119220200000164"
"","4.4.4","","OBT bogs survey","","","-0.112786820382928","","-1","MOTOROLA XT1068","","-7.180521525373752","54fad7bd-247c-464c-8a01-fb24e6577028.json","-23.615691536473616","2015-05-17T10:50:34.819Z","","","_a4l9bvo0j","churchill (1)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/churchill (1)/1431859813753.jpg'>","Sphagnum moss,Common Rush","Placeholder","Wet",,"-3.9126696500000007,52.69860542000002"
"","5.0.2","","OBT bogs survey","","","2.681683172638981","","-1","MOTOROLA XT1068","","-28.28255147557364","54fad7bd-247c-464c-8a01-fb24e6577028.json","64.21448793473844","2015-06-23T12:27:14.345Z","","","_rs3xx3fvv","Simpson wrote","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson wrote/1435062414139.jpg'>","Bog cotton","Placeholder","Dry",,"-3.9276852000000337,52.6186122000002"
"","5.0.2","","OBT bogs survey","","","2.3652204447116034","","-1","MOTOROLA XT1068","","-26.645028989988717","54fad7bd-247c-464c-8a01-fb24e6577028.json","23.55758370210973","2015-06-23T11:44:10.015Z","","","_ukd169752","Simpso","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpso/1435057098693.jpg'>","Bog cotton","Placeholder","Dry",,"-3.9475366,52.619304099999994"
"","4.4.4","","OBT bogs survey","","","13.163231922228723","","-1","MOTOROLA XT1068","","-29.483331175060442","54fad7bd-247c-464c-8a01-fb24e6577028.json","8.570116681823677","2015-05-07T09:54:18.675Z","","","_z3s3gpr6a","noa hillary (1)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/noa hillary (1)/1430992408406.jpg'>","Star moss","798 146","Wet","Na","-3.7799272899999834,52.71621015000015"
"","5.0.2","","OBT bogs survey","","","6.745579774782395","","-1","MOTOROLA XT1068","","-78.98261367511329","54fad7bd-247c-464c-8a01-fb24e6577028.json","122.914458718527","2015-06-01T03:03:05.740Z","","","_pj4xsn9a4","obt ha","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt ha/1433127771419.jpg'>","Bog cotton","Placeholder","Wet",,"-3.7993493000000225,52.71697090000009"
"","5.0.2","","OBT bogs survey","","","6.409439698743034","","-1","MOTOROLA XT1068","","-20.520760361264294","54fad7bd-247c-464c-8a01-fb24e6577028.json","-40.81936540467934","2015-05-30T10:09:50.997Z","","","_qlhssk3xx","obt (15)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (15)/1432980551931.jpg'>","Common Rush","680964","Wet",,"-3.9468946,52.54933510000001"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-05-27T12:57:04.967Z","","","_vk9c3qesr","Ob Peebles bonnington ",,"<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Ob Peebles bonnington /1432731373207.jpg'>","Other","673096","Dry",,"-3.9382526,52.703774199999984"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-06-16T12:55:26.164Z","","","_oxdz3s2sw","hillary (2)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/hillary (2)/1434459228357.jpg'>","Common Rush","Placeholder","Dry",,"-3.9738034,52.7153011"
"","5.0.2","","OBT bogs survey","","","-3.8047082120577667","","-1","MOTOROLA XT1068","","-39.632223885417766","54fad7bd-247c-464c-8a01-fb24e6577028.json","-52.4054084635828","2015-06-23T12:00:20.951Z","","","_tk498q8yj","simpson (15)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simpson (15)/1435060786129.jpg'>","Star moss","Placeholder","Dry",,"-3.9332799999999946,52.61696240000006"
"","5.0.2","","OBT bogs survey","","","1.5622248793491171","","-1","MOTOROLA XT1068","","-29.2000866452746","54fad7bd-247c-464c-8a01-fb24e6577028.json","170.81564087733696","2015-06-21T11:50:00.686Z","","","_dei2y1ud9","kate","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/kate/1434887376588.jpg'>","Other","Bilberry","Dry",,"-3.9955519000000295,53.119038399999866"
"","5.0.2","","OBT bogs survey","","","11.249873954560126","","-1","MOTOROLA XT1068","","-40.800705327866865","54fad7bd-247c-464c-8a01-fb24e6577028.json","123.50333030800883","2015-06-21T11:29:05.214Z","","","_r9qsp8jsc","Andy (75)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Andy (75)/1434886134944.jpg'>","Other","Placeholder","Dry",,"-3.995831099999993,53.12005149999981"
"","5.0.2","","OBT bogs survey","","","15.900475482114583","","-1","MOTOROLA XT1068","","-45.37306618470518","54fad7bd-247c-464c-8a01-fb24e6577028.json","156.93154652123684","2015-06-23T18:29:17.088Z","","","_rxn1atyvq","simpson (11)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simpson (11)/1435084129593.jpg'>","Other","Placeholder","Dry",,"-3.888244210493406,52.620861962905096"
"","5.0.2","","OBT bogs survey","","","-10.147818663110337","","-1","MOTOROLA XT1068","","-4.81659177297187","54fad7bd-247c-464c-8a01-fb24e6577028.json","62.42540867411281","2015-06-21T13:01:34.079Z","","","_bqujtxtns","ob (9)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ob (9)/1434891682009.jpg'>","Sphagnum moss","Placeholder","Dry",,"-3.99743500000002,53.11577120000013"
"","5.0.2","","OBT bogs survey","","","-0.5405101682592796","","-1","MOTOROLA XT1068","","-33.344501999665766","54fad7bd-247c-464c-8a01-fb24e6577028.json","-0.6213306227692769","2015-05-21T16:59:33.031Z","","","_ixo3blp9y","obt test (5)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt test (5)/1432227491375.jpg'>","Other","628963","Dry","Placeholder","-4.022785900000005,52.547956199999916"
"","5.0.2","","OBT bogs survey","","","4.909061862163265","","-1","MOTOROLA XT1068","","-13.297755913026709","54fad7bd-247c-464c-8a01-fb24e6577028.json","-15.73553495139524","2015-06-21T12:19:32.411Z","","","_78irb53dw","CC","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/CC/1434889133754.jpg'>","Sphagnum moss","","Dry",,"-3.995563499999983,53.118578999999734"
"","5.0.2","","OBT bogs survey","","","5.467573687671201","","-1","MOTOROLA XT1068","","-19.853133275557642","54fad7bd-247c-464c-8a01-fb24e6577028.json","-10.755007112398838","2015-06-01T02:28:05.978Z","","","_g3shuoaag","ibt (3)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ibt (3)/1433125675301.jpg'>","Bog cotton","Placeholder","Wet",,"-3.826392900000045,52.70481509999974"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-07-08T12:39:38.144Z","","","_djse03i3p","obt (57)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (57)/1436359136355.jpg'>","Sphagnum moss","Placeholder","Dry",,"-4.02370960000001,52.54759670000001"
"","5.0.2","","OBT bogs survey","","","7.685058207852486","","-1","MOTOROLA XT1068","","-32.7155064639047","54fad7bd-247c-464c-8a01-fb24e6577028.json","-51.86207716039204","2015-05-30T10:01:34.909Z","","","_ctmb1c468","obt (17)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (17)/1432980070205.jpg'>","Common Rush","683963","Wet",,"-3.9458300000000315,52.54936510000011"
"","5.0.2","","OBT bogs survey","","","4.993743828153552","","-1","MOTOROLA XT1068","","-33.235635614484934","54fad7bd-247c-464c-8a01-fb24e6577028.json","178.45634127539844","2015-06-21T11:41:25.659Z","","","_ug77rmu1s","obt (50)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (50)/1434886876598.jpg'>","Other","Placeholder","Wet",,"-3.9960914999999755,53.119398600000075"
"","5.0.2","","OBT bogs survey","","","7.678963117791896","","-1","MOTOROLA XT1068","","-25.5857212912331","54fad7bd-247c-464c-8a01-fb24e6577028.json","-117.50606904690079","2015-06-11T13:32:56.903Z","","","_44gnbrsoz","obt (34)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (34)/1434029544592.jpg'>","Common Rush","731115","Dry",,"-3.8800931999999664,52.68737180000002"
"","5.0.2","","OBT bogs survey","","","1.6326917275727273","","-1","MOTOROLA XT1068","","-32.46945914433875","54fad7bd-247c-464c-8a01-fb24e6577028.json","4.196702160034907","2015-06-21T13:09:27.806Z","","","_rcmgie1yn","ob","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ob/1434892146890.jpg'>","Star moss,Sphagnum moss","Placeholder","Wet",,"-3.9974387000000453,53.1157861000001"
"","5.0.2","","OBT bogs survey","","","-10.858349582088424","","-1","MOTOROLA XT1068","","-25.512032087825126","54fad7bd-247c-464c-8a01-fb24e6577028.json","-122.97713253435104","2015-06-18T10:19:55.364Z","","","_d0v3girho","MacArthur (3)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/MacArthur (3)/1434622777128.jpg'>","Sphagnum moss","Placeholder","Dry",,"-3.985354099999983,52.59748620000018"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-07-08T17:49:28.726Z","","","_6kk62svur","st Chris bonnington (7)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/st Chris bonnington (7)/1436377558757.jpg'>","Common Rush,Other","Placeholder","Dry",,"-2.421976,53.825563999999986"
"","5.0.2","","OBT bogs survey","","","12.249122946170175","","-1","MOTOROLA XT1068","","-22.888614484231173","54fad7bd-247c-464c-8a01-fb24e6577028.json","-103.6468229190012","2015-06-11T13:21:26.898Z","","","_yiv5of16e","obt (39)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (39)/1434028852813.jpg'>","Sphagnum moss,Common Rush","731115Placeholder","Wet",,"-3.878160300000014,52.68662710000012"
"","4.4.4","","OBT bogs survey","","","-13.112712428032724","","-1","MOTOROLA XT1068","","-14.763651966468492","54fad7bd-247c-464c-8a01-fb24e6577028.json","42.53169041450695","2015-05-07T08:44:30.491Z","","","_nqxxbcs4q","noa hillary","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/noa hillary/1430987921799.jpg'>","Bog cotton","73133","Wet","Nothing else","-3.78704024,52.70459056"
"","5.0.2","","OBT bogs survey","","","7.441404869590621","","-1","MOTOROLA XT1068","","-6.121702612030614","54fad7bd-247c-464c-8a01-fb24e6577028.json","54.91374079475662","2015-06-01T05:43:17.399Z","","","_thqbmydzy","obt (78)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (78)/1433137380597.jpg'>","Common Rush","Placeholder","Dry",,"-3.787818800000029,52.6998234000002"
"","5.0.2","","OBT bogs survey","","","8.453419484759424","","-1","MOTOROLA XT1068","","-13.691080894118356","54fad7bd-247c-464c-8a01-fb24e6577028.json","114.65740204976358","2015-06-23T11:45:35.981Z","","","_9zee1qloe","Simpson (18)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (18)/1435059923653.jpg'>","Bog cotton","Placeholder","Dry",,"-3.9401311999999966,52.616683299999835"
"","5.0.2","","OBT bogs survey","","","24.283870159955743","","-1","MOTOROLA XT1068","","-47.129766933570366","54fad7bd-247c-464c-8a01-fb24e6577028.json","-57.875765026453955","2015-07-08T10:57:50.304Z","","","_tw1lx65a0","tenzing (6)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/tenzing (6)/1436353058036.jpg'>","Star moss","Placeholder","Wet",,"-3.8890461,52.6939503"
"","5.0.2","","OBT bogs survey","","","28.586416346463754","","-1","MOTOROLA XT1068","","-39.18002096613331","54fad7bd-247c-464c-8a01-fb24e6577028.json","130.63720334889868","2015-06-30T11:12:55.279Z","","","_4qzvjxjtn","Knox Johnson","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Knox Johnson/1435662701211.jpg'>","Star moss","653 042","Dry",,"-3.9905678,52.619481900000004"
"","5.0.2","","OBT bogs survey","","","23.03683129676774","","-1","MOTOROLA XT1068","","-28.06792644128433","54fad7bd-247c-464c-8a01-fb24e6577028.json","68.14505689640568","2015-06-23T11:49:18.222Z","","","_4h1ijbazc","simpson (17)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simpson (17)/1435060135908.jpg'>","Bog cotton","Placeholder","Dry",,"-3.9373574000000064,52.616485199999744"
"","5.0.2","","OBT bogs survey","","","-4.83830622500381","","-1","MOTOROLA XT1068","","-18.03562506005913","54fad7bd-247c-464c-8a01-fb24e6577028.json","40.22780613575912","2015-07-22T18:21:32.472Z","","","_c09a2jraq","obt (70)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (70)/1437589269457.jpg'>","Star moss","Placeholder","Wet",,"-2.4219759999999746,53.825563999999986"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-06-16T12:21:39.173Z","","","_27lf7go54","Hillary (1)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hillary (1)/1434457223236.jpg'>","Bog cotton","Placeholder","Wet",,"-3.9809101999999994,52.71260070000001"
"","5.0.2","","OBT bogs survey","","","-9.586823636952278","","-1","MOTOROLA XT1068","","-40.75438981510501","54fad7bd-247c-464c-8a01-fb24e6577028.json","95.17963548042232","2015-06-13T14:15:26.575Z","","","_wur8daugx","scott (5)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/scott (5)/1434204883616.jpg'>","Sphagnum moss","Placeholder","Wet",,"-2.421975999999996,53.82556399999991"
"","5.0.2","","OBT bogs survey","","","3.1929426822517106","","-1","MOTOROLA XT1068","","-9.486232025950915","54fad7bd-247c-464c-8a01-fb24e6577028.json","-63.524263168162804","2015-07-08T15:08:18.018Z","","","_l52gaj1gy","St Christopher's TENZING","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/St Christopher's TENZING/1436368077021.jpg'>","Sphagnum moss","Placeholder","Wet",,"-3.912069900000013,52.69723080000021"
"","5.0.2","","OBT bogs survey","","","40.341747351493275","","-1","MOTOROLA XT1068","","-67.65465614418792","54fad7bd-247c-464c-8a01-fb24e6577028.json","59.58117446974693","2015-05-21T17:00:27.179Z","","","_p689r85g4","OBT Test (2)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/OBT Test (2)/1432227612982.jpg'>",,"Dyfi","Dry","Grass","-4.022671499999992,52.547772200000125"
"","4.4.4","","OBT bogs survey","","","11.396437861317551","","-1","MOTOROLA XT1068","","-40.001463911948655","54fad7bd-247c-464c-8a01-fb24e6577028.json","5.344430072690924","2015-05-21T16:58:08.045Z","","","_pfdnq6bsq","on test","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/on test/1432227450998.jpg'>","Sphagnum moss","On abedovey","Wet","Placeholder","-3.9876693000000256,52.53005160000007"
