"dev_os","OS Version","temp","title","cam_vert","comp_bar","Roll","pos_tech","pos_acc","Make and Model","press","Pitch","editor","Azimuth","timestamp","cam_hoz","pos_sat","id","Name","Where is the bog","Take photo","What plants can you see","Grid reference of location","Is the bog wet or dry","If other describe what is","geom"
"","5.0.2","","OBT bogs survey","","","-63.53511633875395","","-1","MOTOROLA XT1068","","-0.11199028959161493","54fad7bd-247c-464c-8a01-fb24e6577028.json","43.9306190244577","2015-06-21T11:34:12.938Z","","","_sdh81hen9","Andy (70)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Andy (70)/1434886444865.jpg'>","Sphagnum moss","Placeholder","Wet",,"-3.996097900000004,53.119763700000256"
"","5.0.2","","OBT bogs survey","","","6.090108291364251","","-1","MOTOROLA XT1068","","-21.977386994228723","54fad7bd-247c-464c-8a01-fb24e6577028.json","34.0336578416363","2015-06-21T13:02:12.088Z","","","_osmlclu1k","ob (8)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ob (8)/1434891716837.jpg'>","Sphagnum moss","Placeholder","Dry",,"-3.9974254000000156,53.11576730000007"
"","5.0.2","","OBT bogs survey","","","-3.1363584069595634","","-1","MOTOROLA XT1068","","-12.558046425914327","54fad7bd-247c-464c-8a01-fb24e6577028.json","125.10462717778329","2015-06-21T13:00:45.204Z","","","_mg4wo070x","ob (10)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ob (10)/1434891626165.jpg'>","Sphagnum moss","Placeholder","Dry",,"-3.9974763000000255,53.11575000000025"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-07-08T12:44:55.608Z","","","_umv6lwj2p","obt (56)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (56)/1436359452445.jpg'>","Star moss","Placeholder","Wet",,"-4.02370960000001,52.54759670000001"
"","5.0.2","","OBT bogs survey","","","1.2293344792508012","","-1","MOTOROLA XT1068","","-22.70241498972016","54fad7bd-247c-464c-8a01-fb24e6577028.json","89.43150536929049","2015-06-21T11:40:04.035Z","","","_1vy37ca67","ste h","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ste h/1434886766015.jpg'>","Other","Placeholder","Dry",,"-3.9952261000000093,53.120087500000096"
"","5.0.2","","OBT bogs survey","","","4.034927848882686","","-1","MOTOROLA XT1068","","-19.277454196457704","54fad7bd-247c-464c-8a01-fb24e6577028.json","-47.26706739626596","2015-06-24T08:11:59.448Z","","","_noofznad4","obt (77)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (77)/1435133499722.jpg'>","Common Rush","Placeholder","Dry",,"-3.7829448,52.7010079"
"","5.0.2","","OBT bogs survey","","","-0.429173842600267","","-1","MOTOROLA XT1068","","-16.38329643190091","54fad7bd-247c-464c-8a01-fb24e6577028.json","118.604691314519","2015-06-18T10:04:28.071Z","","","_go56zi4vo","McArthur (5)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/McArthur (5)/1434621760062.jpg'>","Star moss","Placeholder","Dry",,"-3.9827540999999913,52.59980239999986"
"","5.0.2","","OBT bogs survey","","","17.233641323189154","","-1","MOTOROLA XT1068","","-37.77056703467158","54fad7bd-247c-464c-8a01-fb24e6577028.json","-36.61241966843671","2015-07-09T12:31:27.698Z","","","_a9tajyd5y","the St Chris Simpsons (1)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/the St Chris Simpsons (1)/1436445027166.jpg'>","Star moss,Sphagnum moss","Placeholder","Dry",,"-4.0460573,52.730364699999996"
"","5.0.2","","OBT bogs survey","","","37.89451789263438","","-1","MOTOROLA XT1068","","-60.24568357409747","54fad7bd-247c-464c-8a01-fb24e6577028.json","61.90578154243658","2015-05-21T16:59:35.657Z","","","_4nz3coksz","OBT Test (3)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/OBT Test (3)/1432227562056.jpg'>",,"Dyfi","Dry","Butter cup","-4.0048983000000185,52.50731269999989"
"","5.0.2","","OBT bogs survey","","","16.007403801118425","","-1","MOTOROLA XT1068","","-2.706551677963586","54fad7bd-247c-464c-8a01-fb24e6577028.json","145.5942248009594","2015-06-11T13:44:30.441Z","","","_z6vp5mlj5","obt (29)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (29)/1434030261472.jpg'>","Star moss,Sphagnum moss,Common Rush","730115","Wet",,"-3.8798987999999848,52.68623329999991"
"","5.0.2","","OBT bogs survey","","","-5.463843123723904","","-1","MOTOROLA XT1068","","-25.45855512171851","54fad7bd-247c-464c-8a01-fb24e6577028.json","73.60274687346104","2015-06-21T13:04:33.360Z","","","_fbtw5kwpv","ob (6)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ob (6)/1434891854176.jpg'>","Other","Placeholder","Dry",,"-3.9974525999999972,53.11575929999979"
"","5.0.2","","OBT bogs survey","","","0.7777229582989398","","-1","MOTOROLA XT1068","","-23.803993021701697","54fad7bd-247c-464c-8a01-fb24e6577028.json","66.63759316544885","2015-07-08T13:21:43.619Z","","","_csxgz9yrq","tenzing (5)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/tenzing (5)/1436361680372.jpg'>","Star moss","Placeholder","Dry",,"-3.8991405000000117,52.69214059999977"
"","5.0.2","","OBT bogs survey","","","-4.792034254697913","","-1","MOTOROLA XT1068","","-69.2355922200466","54fad7bd-247c-464c-8a01-fb24e6577028.json","158.4110337973533","2015-06-21T11:32:13.067Z","","","_jmlywbw2a","Andy (72)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Andy (72)/1434886323992.jpg'>","Other","Placeholder","Dry",,"-3.995297900000008,53.11883029999974"
"","5.0.2","","OBT bogs survey","","","17.114102767430175","","-1","MOTOROLA XT1068","","-36.39165429408355","54fad7bd-247c-464c-8a01-fb24e6577028.json","-99.14375433129266","2015-06-23T18:32:48.501Z","","","_6ydxe4pv3","Simpson (6)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (6)/1435084340575.jpg'>","Other","Placeholder","Dry",,"-3.8892350000000273,52.63261270000017"
"","5.0.2","","OBT bogs survey","","","-2.5637702019024657","","-1","MOTOROLA XT1068","","-26.74685515768256","54fad7bd-247c-464c-8a01-fb24e6577028.json","-78.98578288288817","2015-07-22T18:14:45.017Z","","","_r0yt44xsi","obt (62)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (62)/1437588838985.jpg'>","Star moss","Placeholder","Wet",,"-2.421975999999983,53.82556400000017"
"","5.0.2","","OBT bogs survey","","","-1.5635164254324843","","-1","MOTOROLA XT1068","","-37.10903589279916","54fad7bd-247c-464c-8a01-fb24e6577028.json","103.91839807059007","2015-06-21T11:38:32.046Z","","","_b1f15ybg6","ob (12)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ob (12)/1434886677106.jpg'>","Other","Placeholder","Dry",,"-3.9958552999999792,53.11937859999978"
"","5.0.2","","OBT bogs survey","","","3.066485358306921","","-1","MOTOROLA XT1068","","-5.545069440880988","54fad7bd-247c-464c-8a01-fb24e6577028.json","-168.06851147240113","2015-06-18T10:02:08.919Z","","","_6vey3eebp","MacArthur (6)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/MacArthur (6)/1434621713528.jpg'>","Sphagnum moss","Placeholder","Dry",,"-2.421975999999996,53.82556399999991"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-05-21T16:59:19.014Z","","","_dzlv2kmul","tim","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/tim/1432227487753.jpg'>","Sphagnum moss,Other","ABERDOVEY","Wet","Placeholder","-2.421976000000024,53.82556399999994"
"","5.0.2","","OBT bogs survey","","","-1.9339279361277366","","-1","MOTOROLA XT1068","","-38.37065037967597","54fad7bd-247c-464c-8a01-fb24e6577028.json","156.4622578837436","2015-06-21T13:06:11.755Z","","","_wqcor5ip6","ob (4)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ob (4)/1434891963376.jpg'>","Star moss","Placeholder","Dry",,"-3.9974407000000016,53.11572179999988"
"","4.4.4","","OBT bogs survey","","","11.9939581778359","","-1","MOTOROLA XT1068","","-24.189727955078165","54fad7bd-247c-464c-8a01-fb24e6577028.json","126.80744797938083","2015-05-17T11:21:29.617Z","","","_8nlusqhx5","chirtchil","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/chirtchil/1431861654981.jpg'>",,"Placeholder",,,"-3.967448129999975,52.698513310000145"
"","5.0.2","","OBT bogs survey","","","13.284867346062894","","-1","MOTOROLA XT1068","","-30.646942692631324","54fad7bd-247c-464c-8a01-fb24e6577028.json","-159.4112193786533","2015-07-18T14:14:50.031Z","","","_ke5xjq4gt","obt isla","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt isla/1437228876470.jpg'>","Sphagnum moss","Placeholder","Wet",,"-2.4219759999999915,53.825563999999815"
"","5.0.2","","OBT bogs survey","","","0.32615844825847523","","-1","MOTOROLA XT1068","","-12.205891263818579","54fad7bd-247c-464c-8a01-fb24e6577028.json","-53.813878847804055","2015-06-23T11:28:53.943Z","","","_yq33mejbc","ivy ha","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ivy ha/1435058858113.jpg'>","Bog cotton","Xx","Wet",,"-2.421976,53.82556399999999"
"","5.0.2","","OBT bogs survey","","","-0.5918775130468596","","-1","MOTOROLA XT1068","","-20.086606216861604","54fad7bd-247c-464c-8a01-fb24e6577028.json","-179.00662229606968","2015-07-08T15:25:02.174Z","","","_o1vowhpyb","tenzing (8)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/tenzing (8)/1436369078714.jpg'>","Star moss,Other","Placeholder","Wet",,"-3.9098214000000366,52.7042388000002"
"","5.0.2","","OBT bogs survey","","","11.684000778206135","","-1","MOTOROLA XT1068","","-43.241951541012824","54fad7bd-247c-464c-8a01-fb24e6577028.json","96.18368694879253","2015-06-11T13:46:04.592Z","","","_bi9ldnal8","obt (28)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (28)/1434030323516.jpg'>","Star moss,Common Rush","730115","Wet",,"-3.878999500000013,52.68650509999979"
"","4.4.4","","OBT bogs survey","","","16.77466627134264","","-1","MOTOROLA XT1068","","-10.890939829713139","54fad7bd-247c-464c-8a01-fb24e6577028.json","84.20397227669704","2015-05-17T09:16:21.180Z","","","_h37ga9h09","churchill (2)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/churchill (2)/1431854094347.jpg'>",,"Placeholder",,,"-3.9126696500000007,52.69860542000002"
"","5.0.2","","OBT bogs survey","","","5.013113390866062","","-1","MOTOROLA XT1068","","-5.876115049573166","54fad7bd-247c-464c-8a01-fb24e6577028.json","-123.86134150354421","2015-06-18T10:10:26.976Z","","","_1wzq2opsz","MacArthur (4)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/MacArthur (4)/1434622208523.jpg'>","Bog cotton","Placeholder","Dry",,"-3.985354099999983,52.59748620000018"
"","5.0.2","","OBT bogs survey","","","4.887511761558228","","-1","MOTOROLA XT1068","","-30.30906689476913","54fad7bd-247c-464c-8a01-fb24e6577028.json","-44.38847734037492","2015-06-21T13:08:47.109Z","","","_241ok8d22","ob (1)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ob (1)/1434892089620.jpg'>","Star moss,Sphagnum moss","Placeholder","Wet",,"-3.9974260000000235,53.115765999999866"
"","5.0.2","","OBT bogs survey","","","-3.8901248502706536","","-1","MOTOROLA XT1068","","-17.498601436566876","54fad7bd-247c-464c-8a01-fb24e6577028.json","-114.86151542292023","2015-07-15T15:54:24.750Z","","","_ddnx63wpn","simpson (22)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simpson (22)/1436975656059.jpg'>","Star moss","Placeholder","Wet",,"-4.040431699999971,52.68056699999991"
"","5.0.2","","OBT bogs survey","","","-17.045027356806546","","-1","MOTOROLA XT1068","","-20.84614203558724","54fad7bd-247c-464c-8a01-fb24e6577028.json","-152.0721128135829","2015-07-15T16:08:46.527Z","","","_oau8vlbok","Simpson (37)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (37)/1436976503889.jpg'>","Star moss,Other","Placeholder","Wet",,"-4.03896599999997,52.6789049999998"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-06-02T12:51:40.318Z","","","_m4r5t9zoj","BMS Tenzing (5)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/BMS Tenzing (5)/1433249449060.jpg'>","Common Rush","Placeholder","Dry",,"-4.1049053,52.59926999999999"
"","5.0.2","","OBT bogs survey","","","6.55961592179775","","-1","MOTOROLA XT1068","","-8.926841240474165","54fad7bd-247c-464c-8a01-fb24e6577028.json","97.23195023166024","2015-06-01T00:40:34.538Z","","","_oj8pj6282","obt hA","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt hA/1433119217423.jpg'>","Star moss","Placeholder I","Wet",,"-3.8261855,52.70481510000002"
"","5.0.2","","OBT bogs survey","","","10.065990435532646","","-1","MOTOROLA XT1068","","-36.064341383772785","54fad7bd-247c-464c-8a01-fb24e6577028.json","40.12255975083839","2015-06-23T13:12:38.628Z","","","_8yqzkrcli","simpson (12)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simpson (12)/1435065147890.jpg'>","Bog cotton","Placeholder","Dry",,"-3.9235058999999723,52.62126089999975"
"","5.0.2","","OBT bogs survey","","","2.334506578117937","","-1","MOTOROLA XT1068","","-34.51545597059441","54fad7bd-247c-464c-8a01-fb24e6577028.json","-69.1179012304581","2015-07-22T18:06:19.786Z","","","_9ku9g276d","obt (67)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (67)/1437588310506.jpg'>","Bog cotton","Placeholder","Wet",,"-2.421976,53.82556399999999"
"","5.0.2","","OBT bogs survey","","","8.384184418463944","","-1","MOTOROLA XT1068","","-14.335641577224228","54fad7bd-247c-464c-8a01-fb24e6577028.json","-62.10929385894628","2015-05-27T12:34:05.092Z","","","_1480ssq7w","tenzng","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/tenzng/1432729996735.jpg'>","Bog cotton","Placeholder","Dry",,"-3.956081199999996,52.69040030000005"
"","5.0.2","","OBT bogs survey","","","13.703711621441002","","-1","MOTOROLA XT1068","","-32.28208314974321","54fad7bd-247c-464c-8a01-fb24e6577028.json","178.41335206476236","2015-06-23T18:30:32.899Z","","","_f8u1w8i7u","Simpson (9)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (9)/1435084220204.jpg'>","Other","Placeholder","Dry",,"-3.8892672000000426,52.63271019999982"
"","5.0.2","","OBT bogs survey","","","11.498560288466644","","-1","MOTOROLA XT1068","","-20.26967748473275","54fad7bd-247c-464c-8a01-fb24e6577028.json","-94.0659799664409","2015-06-11T13:36:42.835Z","","","_060fn0vw0","obt (32)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (32)/1434029770294.jpg'>","Sphagnum moss,Common Rush","731115","Wet",,"-3.8802711999999624,52.6871111999999"
"","5.0.2","","OBT bogs survey","","","11.59217656877813","","-1","MOTOROLA XT1068","","-31.178799278016463","54fad7bd-247c-464c-8a01-fb24e6577028.json","-104.09719876268267","2015-07-18T14:12:50.704Z","","","_1gxfpks9q","obt (68)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (68)/1437228718599.jpg'>",,"Placeholder",,,"-2.421976,53.82556399999999"
"","5.0.2","","OBT bogs survey","","","1.7357046406348595","","-1","MOTOROLA XT1068","","-22.345935464106148","54fad7bd-247c-464c-8a01-fb24e6577028.json","-36.30794349561587","2015-06-21T13:03:15.495Z","","","_90x0udb60","ob (7)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ob (7)/1434891768387.jpg'>","Other","Placeholder","Dry",,"-3.9976282999999975,53.11535139999978"
"","5.0.2","","OBT bogs survey","","","15.966830769901257","","-1","MOTOROLA XT1068","","-46.35833121776327","54fad7bd-247c-464c-8a01-fb24e6577028.json","-55.18698251250298","2015-06-23T18:32:24.181Z","","","_1bwfshnuq","simpson (8)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simpson (8)/1435084333126.jpg'>","Other","Placeholder","Dry",,"-3.8892396999999725,52.63258060000004"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-06-16T13:49:36.694Z","","","_9iist5s4e","Hillary ","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Hillary /1434461405887.jpg'>","Bog cotton,Common Rush","Placeholder","Wet",,"-3.973803400000004,52.71530109999978"
"","5.0.2","","OBT bogs survey","","","-4.934164088023531","","-1","MOTOROLA XT1068","","-56.020217779920344","54fad7bd-247c-464c-8a01-fb24e6577028.json","-142.34328698246512","2015-06-23T18:31:12.062Z","","","_bwife7u1g","simpson (9)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simpson (9)/1435084262842.jpg'>","Other","Placeholder","Dry",,"-3.8892396999999725,52.63258060000004"
"","5.0.2","","OBT bogs survey","","","4.635462840145948","","-1","MOTOROLA XT1068","","-23.905926764874966","54fad7bd-247c-464c-8a01-fb24e6577028.json","-132.30635131788804","2015-06-18T10:05:17.622Z","","","_fjbi6veyy","McArthur (4)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/McArthur (4)/1434621905518.jpg'>","Star moss","Placeholder","Dry",,"-3.9828126000000132,52.59971510000007"
"","5.0.2","","OBT bogs survey","","","-2.3532966419680537","","-1","MOTOROLA XT1068","","-0.26140209174824547","54fad7bd-247c-464c-8a01-fb24e6577028.json","89.44278201161019","2015-05-26T12:00:49.965Z","","","_ivg6iw9fg","Churchill (8)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Churchill (8)/1432641612844.jpg'>","Sphagnum moss","Cadet idris","Wet",,"-3.9560397000000003,52.6848578"
"","5.0.2","","OBT bogs survey","","","3.2973466060269985","","-1","MOTOROLA XT1068","","-7.373950775121221","54fad7bd-247c-464c-8a01-fb24e6577028.json","-58.75644278784623","2015-07-08T16:00:47.406Z","","","_xeazuoysk","tenzing (4)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/tenzing (4)/1436371233537.jpg'>","Bog cotton","Placeholder","Wet",,"-3.914270399999982,52.70619019999981"
"","4.4.4","","OBT bogs survey","","","4.3222773223597075","","-1","MOTOROLA XT1068","","-44.41436375732926","54fad7bd-247c-464c-8a01-fb24e6577028.json","161.57368459063602","2015-05-07T10:35:48.995Z","","","_js215jd1i","hillary","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/hillary/1430994889717.jpg'>","Sphagnum moss","","Wet","No extra work","-3.787009509999988,52.721150599999916"
"","5.0.2","","OBT bogs survey","","","9.568111479947381","","-1","MOTOROLA XT1068","","-25.358680680579997","54fad7bd-247c-464c-8a01-fb24e6577028.json","116.32126345233536","2015-06-21T11:46:32.699Z","","","_998loi2xk","obt (49)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (49)/1434887184353.jpg'>","Sphagnum moss","Placeholder","Dry",,"-3.9957675000000137,53.11929170000022"
"","5.0.2","","OBT bogs survey","","","4.019582975138606","","-1","MOTOROLA XT1068","","-42.67762765140803","54fad7bd-247c-464c-8a01-fb24e6577028.json","85.45410863067364","2015-06-21T13:05:26.849Z","","","_2riyr6znm","ob (5)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ob (5)/1434891897923.jpg'>","Star moss","Placeholder","Wet",,"-3.9974525999999972,53.11575929999979"
"","5.0.2","","OBT bogs survey","","","-23.53423982307392","","-1","MOTOROLA XT1068","","-29.92141950842506","54fad7bd-247c-464c-8a01-fb24e6577028.json","-169.91346851062664","2015-07-07T11:58:15.692Z","","","_m7ph3x4bz","tenzing (3)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/tenzing (3)/1436270274408.jpg'>","Sphagnum moss","Placeholder","Wet",,"-4.0957099,52.60017049999999"
"","5.0.2","","OBT bogs survey","","","9.540380911917131","","-1","MOTOROLA XT1068","","-43.1202375700032","54fad7bd-247c-464c-8a01-fb24e6577028.json","170.61376780622805","2015-06-21T11:43:55.540Z","","","_w45gqd08l","oo","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/oo/1434887023829.jpg'>","Sphagnum moss","Placeholder","Wet",,"-3.9949350999999655,53.11935240000012"
"","5.0.2","","OBT bogs survey","","","16.780495837799243","","-1","MOTOROLA XT1068","","-10.621618640550366","54fad7bd-247c-464c-8a01-fb24e6577028.json","39.602987260675526","2015-07-08T10:34:36.636Z","","","_085zbu86m","Mac Arthur","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Mac Arthur/1436351637961.jpg'>","Sphagnum moss","Placeholder","Wet",,"-2.4219759999999915,53.8255639999998"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-09-27T09:41:27.920Z","","","_jxmtqxnzo","St Thomas More (1)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/St Thomas More (1)/1443346816108.jpg'>","Star moss","Placeholder","Dry",,"-2.421975999999984,53.82556399999979"
"","4.4.4","","OBT bogs survey","","","-10.825112174039848","","-1","MOTOROLA XT1068","","-30.05639770680285","54fad7bd-247c-464c-8a01-fb24e6577028.json","97.13408045104313","2015-05-07T08:40:34.543Z","","","_49bmduk3u","noa","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/noa/1430987991548.jpg'>","Star moss","783133","Wet","N","-3.78685702,52.704627009999996"
"","4.4.4","","OBT bogs survey","","","-0.7139291515335794","","-1","MOTOROLA XT1068","","-47.39084066931035","54fad7bd-247c-464c-8a01-fb24e6577028.json","48.86844622831047","2015-05-07T08:51:18.849Z","","","_5egm1lzx2","now Hillary (1)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/now Hillary (1)/1430988640598.jpg'>","Bog cotton","793 133","Wet","Nothing else","-3.7871938099999958,52.704557149999935"
"","5.0.2","","OBT bogs survey","","","17.31680399897594","","-1","MOTOROLA XT1068","","-56.295197780810476","54fad7bd-247c-464c-8a01-fb24e6577028.json","99.19642875017179","2015-06-21T11:31:06.260Z","","","_9cqt0u7hu","Andy (74)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Andy (74)/1434886256201.jpg'>","Other","Placeholder","Wet",,"-3.9959371999999598,53.12001499999983"
