"dev_os","OS Version","temp","title","cam_vert","comp_bar","Roll","pos_tech","pos_acc","Make and Model","press","Pitch","editor","Azimuth","timestamp","cam_hoz","pos_sat","id","Name","Where is the bog","Take photo","What plants can you see","Grid reference of location","Is the bog wet or dry","If other describe what is","geom"
"","5.0.2","","OBT bogs survey","","","-5.763854060374837","","-1","MOTOROLA XT1068","","-31.365587876343387","54fad7bd-247c-464c-8a01-fb24e6577028.json","-174.64401654864247","2016-01-28T17:41:47.154Z","","","_1dd4110rm","test hodges","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/test hodges/1454002892696.jpg'>","Star moss,Sphagnum moss,Other","Placeholderxxx","Wet",,"-3.957844800000002,52.643957199999974"
"","5.0.2","","OBT bogs survey","","","-2.202597909441831","","-1","MOTOROLA XT1068","","-9.919058552333684","54fad7bd-247c-464c-8a01-fb24e6577028.json","-158.23011574661803","2015-06-18T10:01:10.456Z","","","_zko1mz7zh","MacArthur (7)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/MacArthur (7)/1434621541781.jpg'>","Sphagnum moss","Placeholder",,,"-2.421976,53.82556399999999"
"","5.0.2","","OBT bogs survey","","","-28.631526330837104","","-1","MOTOROLA XT1068","","-25.38749554114099","54fad7bd-247c-464c-8a01-fb24e6577028.json","-172.60871579862703","2015-06-21T11:52:39.928Z","","","_edpfi23oh","Kate m (1)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Kate m (1)/1434887483568.jpg'>",,"Placeholder",,,"-3.99540420000003,53.11868960000009"
"","5.0.2","","OBT bogs survey","","","16.97389605924274","","-1","MOTOROLA XT1068","","-27.471007181412944","54fad7bd-247c-464c-8a01-fb24e6577028.json","138.1364095481142","2015-07-15T16:04:56.012Z","","","_9idip726h","Simpson (27)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (27)/1436976279306.jpg'>","Common Rush","Placeholder","Wet",,"-4.039633699999961,52.68019319999986"
"","5.0.2","","OBT bogs survey","","","8.073205051779617","","-1","MOTOROLA XT1068","","-27.878122314438848","54fad7bd-247c-464c-8a01-fb24e6577028.json","115.7213542771548","2015-06-23T18:35:05.349Z","","","_w85djduec","Simpson (4)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (4)/1435084475898.jpg'>","Other","Placeholder","Dry",,"-3.8889609000000047,52.632690800000255"
"","4.4.4","","OBT bogs survey","","","8.478552019584132","","-1","MOTOROLA XT1068","","-19.19404392631351","54fad7bd-247c-464c-8a01-fb24e6577028.json","2.4598149361782835","2015-05-07T10:19:38.741Z","","","_eb4jmgk7a","now Hillary","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/now Hillary/1430993938388.jpg'>","Sphagnum moss","795 194","Dry","N","-3.785138769999975,52.718380000000046"
"","5.0.2","","OBT bogs survey","","","9.909498848816606","","-1","MOTOROLA XT1068","","-46.72831915000828","54fad7bd-247c-464c-8a01-fb24e6577028.json","97.86855801325127","2015-06-13T14:19:58.732Z","","","_pu92it8jj","scott (2)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/scott (2)/1434205192330.jpg'>","Star moss","Placeholder","Wet",,"-2.4219759999999915,53.825563999999815"
"","5.0.2","","OBT bogs survey","","","24.891299373412487","","-1","MOTOROLA XT1068","","-25.025905326480515","54fad7bd-247c-464c-8a01-fb24e6577028.json","4.797074934305382","2015-07-09T12:30:28.309Z","","","_go0ujake6","simp St chris","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simp St chris/1436444973645.jpg'>","Sphagnum moss","","Wet",,"-4.046151500000034,52.73021050000007"
"","5.0.2","","OBT bogs survey","","","4.683651532287681","","-1","MOTOROLA XT1068","","-34.389835131379535","54fad7bd-247c-464c-8a01-fb24e6577028.json","16.682151359034815","2015-07-22T18:26:31.271Z","","","_s22usm37t","obt (69)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (69)/1437589559297.jpg'>","Star moss","Placeholder","Wet",,"-2.4219759999999666,53.825563999999815"
"","5.0.2","","OBT bogs survey","","","-11.875736994813089","","-1","MOTOROLA XT1068","","-26.122997631724644","54fad7bd-247c-464c-8a01-fb24e6577028.json","159.69446732353373","2015-07-15T15:45:23.539Z","","","_3bh1pqeyo","Simpson (32)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (32)/1436975063141.jpg'>","Sphagnum moss","Placeholder","Wet",,"-4.040649700000005,52.680572599999905"
"","5.0.2","","OBT bogs survey","","","1.3510650988465303","","-1","MOTOROLA XT1068","","-33.90043158678061","54fad7bd-247c-464c-8a01-fb24e6577028.json","175.38078905441174","2015-05-21T17:01:11.027Z","","","_svgjzs5mj","obt test (1)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt test (1)/1432227657987.jpg'>","Star moss","Placeholder","Dry","Placeholder","-4.012416300000029,52.5060934999998"
"","5.0.2","","OBT bogs survey","","","15.270506644396798","","-1","MOTOROLA XT1068","","-49.402409927054556","54fad7bd-247c-464c-8a01-fb24e6577028.json","17.989627151093675","2015-05-21T17:02:25.072Z","","","_i5orhhuz3","OBT Test","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/OBT Test/1432227730293.jpg'>",,"Dyfi","Dry","Fern","-4.022713499999965,52.54779239999983"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-09-27T09:45:22.193Z","","","_2a2881wq2","St Thomas More ","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/St Thomas More /1443347057004.jpg'>","Star moss","Placeholder","Dry",,"-2.421975999999984,53.82556399999979"
"","4.4.4","","OBT bogs survey","","","9.440252046232036","","-1","MOTOROLA XT1068","","-24.667106951643284","54fad7bd-247c-464c-8a01-fb24e6577028.json","2.9146876056545614","2015-05-07T10:34:40.716Z","","","_9ledu3q9m","Noa Hillary","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Noa Hillary/1430994819652.jpg'>","Star moss","794 152","Wet","Na","-3.7869616599999953,52.72117873999983"
"","5.0.2","","OBT bogs survey","","","2.7560936013346273","","-1","MOTOROLA XT1068","","-32.189096954382656","54fad7bd-247c-464c-8a01-fb24e6577028.json","152.5551164709295","2015-07-07T12:09:45.349Z","","","_rytxbryzx","Tenzing (1)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Tenzing (1)/1436270961162.jpg'>","Star moss","Placeholder","Dry",,"-4.095038999999988,52.60029730000011"
"","5.0.2","","OBT bogs survey","","","6.54833671815712","","-1","MOTOROLA XT1068","","-23.26036972792392","54fad7bd-247c-464c-8a01-fb24e6577028.json","-125.98279825975017","2015-07-15T15:18:29.739Z","","","_fgjl7ktyw","Simpson (36)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (36)/1436973434107.jpg'>","Common Rush","Placeholder","Dry",,"-2.421976,53.82556399999999"
"","5.0.2","","OBT bogs survey","","","18.097255564487444","","-1","MOTOROLA XT1068","","-47.39254821660285","54fad7bd-247c-464c-8a01-fb24e6577028.json","-138.85789609052097","2015-07-08T10:45:40.700Z","","","_fw68t62w1","tenzing (7)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/tenzing (7)/1436352291408.jpg'>","Sphagnum moss","Placeholder","Wet",,"-3.8890461,52.6939503"
"","5.0.2","","OBT bogs survey","","","-9.92261537334397","","-1","MOTOROLA XT1068","","-37.467607163846495","54fad7bd-247c-464c-8a01-fb24e6577028.json","-29.901055299414665","2015-07-07T12:04:11.834Z","","","_98mzs5o1b","tenzing (1)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/tenzing (1)/1436270619017.jpg'>","Star moss","Placeholder","Dry",,"-4.09532679999999,52.60014770000021"
"","5.0.2","","OBT bogs survey","","","23.03683129676774","","-1","MOTOROLA XT1068","","-28.06792644128433","54fad7bd-247c-464c-8a01-fb24e6577028.json","68.14505689640568","2015-06-23T11:49:18.222Z","","","_4h1ijbazc","simpson (18)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simpson (18)/1435060135908.jpg'>","Bog cotton","Placeholder","Dry",,"-3.9373574000000064,52.616485199999744"
"","5.0.2","","OBT bogs survey","","","12.928026674196516","","-1","MOTOROLA XT1068","","-26.491735639351536","54fad7bd-247c-464c-8a01-fb24e6577028.json","131.93177008342622","2015-07-07T12:00:37.152Z","","","_1tfmmpnnw","tensing","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/tensing/1436270422137.jpg'>","Sphagnum moss","Placeholder","Wet",,"-4.0957099,52.60017049999999"
"","4.4.4","","OBT bogs survey","","","-5.682368196029292","","-1","MOTOROLA XT1068","","-64.20849785883634","54fad7bd-247c-464c-8a01-fb24e6577028.json","-94.6140411756319","2015-05-07T10:10:05.413Z","","","_5rqi7rlav","noa  Hillary","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/noa  Hillary/1430993355267.jpg'>","Bog cotton","795 194","Dry","Nothing else","-3.785138769999975,52.718380000000046"
"","5.0.2","","OBT bogs survey","","","-3.2878460263349223","","-1","MOTOROLA XT1068","","-19.531342573190834","54fad7bd-247c-464c-8a01-fb24e6577028.json","-32.71655148284772","2015-07-15T15:46:09.639Z","","","_ep7el5sxy","Simpson (31)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (31)/1436975153309.jpg'>","Sphagnum moss,Common Rush,Other","Placeholder","Wet",,"-4.040649700000005,52.680572599999905"
"","5.0.2","","OBT bogs survey","","","-2.2196554531202914","","-1","MOTOROLA XT1068","","-40.00213327048731","54fad7bd-247c-464c-8a01-fb24e6577028.json","96.84351737356161","2015-06-23T12:02:00.132Z","","","_27i7g3w4j","simpson (14)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simpson (14)/1435060903064.jpg'>","Sphagnum moss","Placeholder","Wet",,"-3.9332198999999686,52.61688290000017"
"","5.0.2","","OBT bogs survey","","","28.94001353224802","","-1","MOTOROLA XT1068","","-55.752604138050074","54fad7bd-247c-464c-8a01-fb24e6577028.json","15.106184245797339","2015-05-21T16:58:41.491Z","","","_dskznrmbh","OBT Test (4)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/OBT Test (4)/1432227473260.jpg'>",,"Dyfi","Dry","Clover","-4.004898299999956,52.50731270000021"
"","5.0.2","","OBT bogs survey","","","-6.696825457600021","","-1","MOTOROLA XT1068","","-4.777368984776249","54fad7bd-247c-464c-8a01-fb24e6577028.json","39.46839838308042","2015-06-23T11:44:30.288Z","","","_ye3l1mt6g","Simpson (19)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (19)/1435059713987.jpg'>","Bog cotton","Placeholder","Dry",,"-3.9401065,52.6166901"
"","5.0.2","","OBT bogs survey","","","6.996096172499653","","-1","MOTOROLA XT1068","","-39.492116214973294","54fad7bd-247c-464c-8a01-fb24e6577028.json","-7.791960059873294","2015-06-23T18:33:43.682Z","","","_wz1q84lms","simpson (7)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simpson (7)/1435084413704.jpg'>","Other","Placeholder","Dry",,"-3.8897489000000447,52.63255579999984"
"","5.0.2","","OBT bogs survey","","","-25.24687731405606","","-1","MOTOROLA XT1068","","-23.61668362145056","54fad7bd-247c-464c-8a01-fb24e6577028.json","-79.82331433929347","2015-06-21T13:13:20.967Z","","","_4q1b4qr03","Andy P","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Andy P/1434892341635.jpg'>","Other","Placeholder","Dry",,"-3.9974944,53.11570290000002"
"","5.0.2","","OBT bogs survey","","","-2.6874211718720264","","-1","MOTOROLA XT1068","","-10.396514388526963","54fad7bd-247c-464c-8a01-fb24e6577028.json","160.43401288610602","2015-07-15T15:48:20.197Z","","","_68oq7019e","Simpson (29)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (29)/1436975286432.jpg'>","Star moss","Placeholder","Dry",,"-4.040582300000022,52.68078640000028"
"","5.0.2","","OBT bogs survey","","","19.86801113511722","","-1","MOTOROLA XT1068","","-21.15038085933441","54fad7bd-247c-464c-8a01-fb24e6577028.json","79.25318478889417","2015-07-22T18:08:59.057Z","","","_2u9cph6j6","obt (65)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (65)/1437588465574.jpg'>","Sphagnum moss","Placeholder","Dry",,"-2.4219759999999915,53.825563999999815"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-09-11T13:48:13.068Z","","","_4az8hs3tg","fff","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/fff/1441979230307.jpg'>","Sphagnum moss","Placeholderycyugi","Wet",,"-2.426941923916747,53.82753340718122"
"","5.0.2","","OBT bogs survey","","","14.097785362020412","","-1","MOTOROLA XT1068","","-31.060585778956465","54fad7bd-247c-464c-8a01-fb24e6577028.json","-179.56653388347064","2015-06-21T11:27:40.885Z","","","_g7kvdw4ug","oht","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/oht/1434886045716.jpg'>","Other","Placeholder by xx","Dry",,"-3.9958601000000002,53.12038340000001"
"","5.0.2","","OBT bogs survey","","","8.233244921769478","","-1","MOTOROLA XT1068","","-49.351408904522074","54fad7bd-247c-464c-8a01-fb24e6577028.json","110.32222634204311","2015-06-01T03:00:44.305Z","","","_3xj3csr2o","obt (79)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (79)/1433127632533.jpg'>","Sphagnum moss","Placeholder","Dry",,"-3.8031615000000207,52.712190699999944"
"","5.0.2","","OBT bogs survey","","","14.803980818422833","","-1","MOTOROLA XT1068","","-30.215892869206403","54fad7bd-247c-464c-8a01-fb24e6577028.json","144.86163237096218","2015-07-22T18:17:03.612Z","","","_ejxd1yrsc","obt (61)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (61)/1437588983783.jpg'>","Star moss","Placeholder","Wet",,"-2.421975999999979,53.82556400000008"
"","5.0.2","","OBT bogs survey","","","-7.48393645755229","","-1","MOTOROLA XT1068","","-44.133929850386885","54fad7bd-247c-464c-8a01-fb24e6577028.json","-53.923411176428964","2015-05-21T16:57:28.847Z","","","_7wzga7332","obt test (3)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt test (3)/1432227433517.jpg'>","Star moss","Placeholder","Dry","Placeholder","-4.012416300000015,52.50609349999981"
"","5.0.2","","OBT bogs survey","","","-3.9213990058196724","","-1","MOTOROLA XT1068","","-9.590028703220307","54fad7bd-247c-464c-8a01-fb24e6577028.json","67.84517744089626","2015-06-23T12:16:13.789Z","","","_t6jzjfdtp","Simpson (11)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (11)/1435061749122.jpg'>","Bog cotton","Placeholder","Dry",,"-3.931814100000005,52.61724749999999"
"","5.0.2","","OBT bogs survey","","","5.6236874795487735","","-1","MOTOROLA XT1068","","-26.803602076854318","54fad7bd-247c-464c-8a01-fb24e6577028.json","-173.38513072233906","2015-06-13T14:27:54.799Z","","","_iuc23pq82","Scott","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Scott/1434205665609.jpg'>","Star moss","Placeholder","Wet",,"-2.421975999999983,53.82556400000017"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-05-21T17:01:29.978Z","","","_h6k2q02fd","Obt test ","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Obt test /modified.jpg'>","Sphagnum moss,Bog cotton","Ob Aberdovey","Dry","B aberdovey","-4.022685199999963,52.54787430000006"
"","5.0.2","","OBT bogs survey","","","25.778431663570423","","-1","MOTOROLA XT1068","","-66.66180618605654","54fad7bd-247c-464c-8a01-fb24e6577028.json","39.28863121922027","2015-05-21T17:01:29.002Z","","","_gmtgh4zno","OBT Test (1)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/OBT Test (1)/1432227672729.jpg'>",,"Dyfi","Dry","Grass","-4.022695500000029,52.54792100000006"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-06-16T13:27:51.989Z","","","_0klh7u0bt","hillary (1)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/hillary (1)/1434461238269.jpg'>","Common Rush","Placeholder","Wet",,"-3.9738034,52.7153011"
"","5.0.2","","OBT bogs survey","","","39.241738555473546","","-1","MOTOROLA XT1068","","-35.01442178003135","54fad7bd-247c-464c-8a01-fb24e6577028.json","167.81725613359305","2015-06-23T12:35:35.407Z","","","_g295i0c0d","simpson (13)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simpson (13)/1435062916276.jpg'>","Bog cotton","Placeholder","Dry",,"-3.9235058999999723,52.62126089999975"
"","5.0.2","","OBT bogs survey","","","29.68901207663162","","-1","MOTOROLA XT1068","","-55.344213467196674","54fad7bd-247c-464c-8a01-fb24e6577028.json","45.874634296215895","2015-06-23T18:34:49.025Z","","","_xjnxh7r4e","simpson (6)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simpson (6)/1435084470493.jpg'>","Other","Placeholder","Dry",,"-3.8896753000000084,52.632604600000086"
"","5.0.2","","OBT bogs survey","","","27.69067631040431","","-1","MOTOROLA XT1068","","-31.107358914392712","54fad7bd-247c-464c-8a01-fb24e6577028.json","159.89478311151186","2015-06-13T14:17:16.114Z","","","_hg2hnrrbo","scott (3)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/scott (3)/1434205028857.jpg'>","Star moss","Placeholder","Wet",,"-2.421975999999996,53.82556399999991"
"","5.0.2","","OBT bogs survey","","","-5.349888674498234","","-1","MOTOROLA XT1068","","-53.91157104350275","54fad7bd-247c-464c-8a01-fb24e6577028.json","-156.00717603972402","2015-06-21T11:34:53.215Z","","","_qn521346k","Andy (69)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Andy (69)/1434886485375.jpg'>","Other","Placeholder","Wet",,"-3.9960795000000027,53.11951889999992"
"","4.4.4","","OBT bogs survey","","","11.147006183017856","","-1","MOTOROLA XT1068","","-30.112917522184706","54fad7bd-247c-464c-8a01-fb24e6577028.json","-16.622477703803707","2015-05-07T10:31:20.045Z","","","_c60vm6wxe","Noa Hillary (1)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Noa Hillary (1)/1430994642806.jpg'>","Star moss","794 152","Wet","Na","-3.7870330399999705,52.721110979999985"
"","5.0.2","","OBT bogs survey","","","10.055148363998896","","-1","MOTOROLA XT1068","","-0.3489589537293","54fad7bd-247c-464c-8a01-fb24e6577028.json","179.9814268944139","2015-06-23T12:07:35.598Z","","","_2lbulnnf8","Simpson (13)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (13)/1435061247189.jpg'>","Sphagnum moss","Placeholder","Dry",,"-3.9332718000000195,52.61696690000009"
"","5.0.2","","OBT bogs survey","","","-22.633115890401214","","-1","MOTOROLA XT1068","","-46.12991944663429","54fad7bd-247c-464c-8a01-fb24e6577028.json","-82.84390402802909","2015-07-15T15:22:11.428Z","","","_spjlldeky","Simpson (35)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (35)/1436973675773.jpg'>","Other","Placeholder","Dry",,"-4.0453419,52.68172770000001"
"","4.4.2","","OBT bogs survey","","",,"","-1","SAMSUNG SM-T230","",,"54fad7bd-247c-464c-8a01-fb24e6577028.json",,"2015-06-02T12:16:44.774Z","","","_m2glq0a6l","BMS Tenzing (6)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/BMS Tenzing (6)/1433247337778.jpg'>","Other","Bailey Ridge","Wet",,"-4.1174444,52.604612399999986"
"","5.0.2","","OBT bogs survey","","","7.111052098212376","","-1","MOTOROLA XT1068","","-0.6754743860936142","54fad7bd-247c-464c-8a01-fb24e6577028.json","137.29363250642632","2015-05-30T10:50:18.659Z","","","_e6i2m8yxw","obt (5)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (5)/1432982990821.jpg'>","Sphagnum moss","678959","Wet",,"-3.9493159000000344,52.54476550000016"
"","5.0.2","","OBT bogs survey","","","-3.2020206439888925","","-1","MOTOROLA XT1068","","2.7980832564743383","54fad7bd-247c-464c-8a01-fb24e6577028.json","27.24665766529283","2015-06-23T13:35:45.087Z","","","_6rfhyvj2x","Simpson (10)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (10)/1435066529256.jpg'>","Other","Placeholder","Dry",,"-3.9242391000000056,52.62052889999973"
"","5.0.2","","OBT bogs survey","","","10.316176849735628","","-1","MOTOROLA XT1068","","-26.852538674710168","54fad7bd-247c-464c-8a01-fb24e6577028.json","34.52885338665139","2015-06-11T13:25:32.029Z","","","_1s6ggrcff","obt (37)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt (37)/1434029101145.jpg'>","Star moss,Sphagnum moss,Common Rush","731115","Dry",,"-3.8782284000000447,52.6868646999998"
"","5.0.2","","OBT bogs survey","","","12.103589544203775","","-1","MOTOROLA XT1068","","-23.1800398730954","54fad7bd-247c-464c-8a01-fb24e6577028.json","-122.41275400323289","2015-06-23T18:31:09.549Z","","","_99hvao2gi","Simpson (8)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Simpson (8)/1435084260184.jpg'>","Other","Placeholder","Dry",,"-3.8892672000000426,52.63271019999982"
"","4.4.4","","OBT bogs survey","","","-21.028456860007804","","-1","MOTOROLA XT1068","","-12.41518192036611","54fad7bd-247c-464c-8a01-fb24e6577028.json","-154.43448400219356","2015-05-07T08:42:07.343Z","","","_np18jqm8b","now hillary (1)","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/now hillary (1)/1430987895537.jpg'>","Sphagnum moss","793133","Wet","Na","-3.7866522200000357,52.704517979999764"
"","5.0.2","","OBT bogs survey","","","9.009945005879356","","-1","MOTOROLA XT1068","","-16.9543395201017","54fad7bd-247c-464c-8a01-fb24e6577028.json","110.38434008235521","2015-07-07T12:02:17.141Z","","","_at0rxv6wi","tenzing (2)","Valley","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/tenzing (2)/1436270518583.jpg'>","Sphagnum moss","Placeholder","Wet",,"-4.09544769999996,52.600402600000194"
"","5.0.2","","OBT bogs survey","","","4.346124500959983","","-1","MOTOROLA XT1068","","-20.851911837888608","54fad7bd-247c-464c-8a01-fb24e6577028.json","109.74327901742532","2015-06-21T11:58:19.763Z","","","_rrmz9jvxv","Kate m","Mountain","<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Kate m/1434887878864.jpg'>","Other","Tryfan","Dry",,"-3.9954050999999997,53.11868870000019"
